DATE-CUSTOMER_ID,PRODUCT_ID
11/1/00-110401,4710088410139
11/1/00-130204,4710088434678
11/1/00-120115,4710176040354
11/1/00-110411,4710110221511
11/1/00-130302,4711634002570
11/1/00-100323,4710096000049
11/1/00-110217,4710265796216
11/1/00-130315,4714981010038
11/1/00-130403,4712147200606
11/1/00-100205,89782012029
11/1/00-130308,4710191020003
11/1/00-100205,4710176123798
11/1/00-100303,4712494211409
11/1/00-100217,28400017305
11/1/00-100205,4710015102571
11/1/00-110207,4710943100410
11/1/00-501002,20556372
11/1/00-130315,4714981010038
11/1/00-130202,4710126194328
11/1/00-130315,4714981010038
11/1/00-130401,4711811105155
11/1/00-110217,4710265849066
11/1/00-120112,4711207001023
11/1/00-110411,4710088412218
11/1/00-130315,4714981010038
11/1/00-110505,20000102818
11/1/00-110401,4710088410610
11/1/00-110411,4710085172696
11/1/00-120101,4710126092822
11/1/00-120103,4710011432832
11/1/00-100312,4712934010074
11/1/00-501003,20487546
11/1/00-110502,4710626111450
11/1/00-110410,4710088411792
11/1/00-120101,4719090301046
11/1/00-130206,20415723
11/1/00-100516,4719433000483
11/1/00-120105,4719090105002
11/1/00-500103,20451066
11/1/00-130315,4710452110115
11/1/00-320501,20564124
11/1/00-100205,9310034370095
11/1/00-110411,4710085172696
11/1/00-110401,4710088410610
11/1/00-110401,4710088410139
11/1/00-100203,4711681000048
11/1/00-100310,4710931600144
11/1/00-100505,4710128030037
11/1/00-130401,4711587808953
11/1/00-100516,4711588251116
11/1/00-712901,4714706813043
11/1/00-100413,4710960911075
11/1/00-100507,4710823998557
11/1/00-130401,4711811105155
11/1/00-130204,4710105010182
11/1/00-110131,4901005201248
11/1/00-110515,4710626110156
11/1/00-120103,4710857000059
11/1/00-100303,4710189810234
11/1/00-110516,4710063111389
11/1/00-130204,4710105010182
11/1/00-110117,4710063031144
11/1/00-130103,4710583920003
11/1/00-100312,37000329169
11/1/00-100201,4710247006593
11/1/00-100218,4710176023098
11/1/00-120101,4719862470192
11/1/00-130204,4710105045313
11/1/00-500804,9310022530401
11/1/00-130204,4710088432353
11/1/00-712901,4902704244567
11/1/00-100205,4710247005206
11/1/00-110131,4710046036906
11/1/00-130206,4711080010112
11/1/00-120103,4711524000495
11/1/00-100102,40000015321
11/1/00-530301,4710363454001
11/1/00-110217,4710265847666
11/1/00-120105,4719090106009
11/1/00-120102,4710011408011
11/1/00-130204,4710088434692
11/1/00-120103,4711634002297
11/1/00-100205,4710096000322
11/1/00-100503,4710105080123
11/1/00-130315,4714981010038
11/1/00-100210,4710247001321
11/1/00-110401,4710110910149
11/1/00-110505,20000102818
11/1/00-530107,300410824105
11/1/00-530103,8851111202652
11/1/00-110102,4714617946069
11/1/00-100312,37000445111
11/1/00-100403,4901201101021
11/1/00-100102,40000015321
11/1/00-110411,4710088411686
11/1/00-130205,4710063413803
11/1/00-110507,4710010020054
11/1/00-500210,4712425010255
11/1/00-100401,9415007002994
11/1/00-120105,4719090105002
11/1/00-110401,4710088410139
11/1/00-100205,4710022201496
11/1/00-100210,4710126031890
11/1/00-110110,4710549000039
11/1/00-100516,4901411157719
11/1/00-120101,4710126092822
11/1/00-120103,4710572001225
11/1/00-110411,4710199032985
11/1/00-130402,4711606022063
11/1/00-110401,4710008290056
11/1/00-100213,4710304111147
11/1/00-501002,20069162
11/1/00-110402,4710088414069
11/1/00-110603,4710254011771
11/1/00-120103,4710572001218
11/1/00-110411,4710085120628
11/1/00-780510,4712814168888
11/1/00-130103,4710088436498
11/1/00-110117,4710063031878
11/1/00-100205,4710015103455
11/1/00-110207,4710943100403
11/1/00-110401,4710110815208
11/1/00-130315,4714981010038
11/1/00-520433,4716349082039
11/1/00-500107,4718433614829
11/1/00-120107,4710176042563
11/1/00-110401,4710088410139
11/1/00-110401,4710008290056
11/1/00-110201,4712500125058
11/1/00-110404,79763251134
11/1/00-500903,4712076005013
11/1/00-120103,4711524000891
11/1/00-110411,4710085120628
11/1/00-130204,4710088434692
11/1/00-100205,4713608210912
11/1/00-100407,4712277888866
11/1/00-100216,4710098166804
11/1/00-100201,4710247006562
11/1/00-110404,4710734000264
11/1/00-130103,4710583920003
11/1/00-110603,4710254011610
11/1/00-100310,4710866000507
11/1/00-120105,4710011412223
11/1/00-110411,4710085120093
11/1/00-120105,4719090105019
11/1/00-110402,4897878020010
11/1/00-520324,4716349081032
11/1/00-520227,20411893
11/1/00-130204,4710063312106
11/1/00-530111,4710076232019
11/1/00-110401,74603003102
11/1/00-110410,4710088411440
11/1/00-500903,4712076005013
11/1/00-130401,4710585930628
11/1/00-110405,4712789000077
11/1/00-130316,4710998000505
11/1/00-100505,4710018004704
11/1/00-100212,4710736570031
11/1/00-530101,4710036220094
11/1/00-130404,4711606080087
11/1/00-110117,4710063031144
11/1/00-120115,4711369000018
11/1/00-110401,4710088410139
11/1/00-712901,4902704881052
11/1/00-100201,4712019100607
11/1/00-130315,4710452110115
11/1/00-110403,4710175565131
11/1/00-110117,4710685440362
11/1/00-530112,4710094020568
11/1/00-510314,4714499720054
11/1/00-120103,4711524001041
11/1/00-100505,4710154012144
11/1/00-120108,4710088442192
11/1/00-520464,8999118053102
11/1/00-130315,4714981010038
11/1/00-110402,4710249002869
11/1/00-120103,4710011401135
11/1/00-110217,4710265849066
11/1/00-130404,4711811102079
11/1/00-100208,4710144202128
11/1/00-530105,4710168106044
11/1/00-130106,4711185010017
11/1/00-120104,4710126092105
11/1/00-130401,4711587808946
11/1/00-100216,4710098166811
11/1/00-530114,4710036009354
11/1/00-100310,4710740600205
11/1/00-110401,4710199010778
11/1/00-110217,4710892632017
11/1/00-110405,4710088414656
11/1/00-110218,76150215281
11/1/00-110507,4710172020077
11/1/00-520317,4710017052928
11/1/00-520437,4711713010557
11/1/00-100201,4710126020474
11/1/00-120103,4711634000460
11/1/00-590318,4713423888846
11/1/00-100511,4710632001318
11/1/00-120105,4710857000066
11/1/00-110407,4710734000318
11/1/00-110401,4710088410139
11/1/00-110131,4710046036579
11/1/00-100207,4710047502011
11/1/00-110401,4710110513265
11/1/00-130201,4710105045443
11/1/00-100516,4710515060029
11/1/00-712901,4719854750158
11/1/00-100312,4710022235507
11/1/00-120105,4719090105002
11/1/00-560401,4710043355437
11/1/00-110410,4710088411433
11/1/00-110403,4710175565131
11/1/00-130106,4711022100017
11/1/00-711321,20565794
11/1/00-110507,4710172020015
11/1/00-110401,4710088410382
11/1/00-110404,4711239111714
11/1/00-110507,4710226001021
11/1/00-110506,4710320224340
11/1/00-130103,4710583910004
11/1/00-110217,4710265849066
11/1/00-100205,4710176001812
11/1/00-110507,4710010050044
11/1/00-110109,4710097110334
11/1/00-110106,4711271000090
11/1/00-130402,4711606022063
11/1/00-110411,4710085120628
11/1/00-110401,4710110510523
11/1/00-100514,4710626521716
11/1/00-110107,4710063011030
11/1/00-110218,76150430530
11/1/00-712902,41333213019
11/1/00-120103,4710857000028
11/1/00-100323,4715874000150
11/1/00-500201,4710114128038
11/1/00-120112,4711634002792
11/1/00-110401,4710008290032
11/1/00-110502,4710626111450
11/1/00-100305,4710852001013
11/1/00-530202,4710084212010
11/1/00-130308,4710191020003
11/1/00-100505,4710154015206
11/1/00-130107,4711686006113
11/1/00-120103,4710011401135
11/1/00-110138,4710992231189
11/1/00-500901,20396947
11/1/00-100201,4710174003450
11/1/00-110105,4710198221113
11/1/00-100205,4711372660094
11/1/00-110411,4710088414106
11/1/00-110201,4712031000633
11/1/00-110401,4710110221443
11/1/00-100205,4902777077161
11/1/00-100205,4710035351508
11/1/00-120103,4710011405133
11/1/00-110404,4971915012340
11/1/00-100401,9415007603160
11/1/00-501002,2250062000496
11/1/00-100204,4710015104391
11/1/00-120101,4711926724647
11/1/00-110515,4710626111252
11/1/00-110504,4710323168054
11/1/00-130106,4710583350718
11/1/00-100323,4711300986890
11/1/00-560403,4710628070465
11/1/00-100314,4710467221516
11/1/00-130204,4710063312212
11/1/00-530103,4710036029055
11/1/00-110507,4901133059384
11/1/00-110506,4710320224265
11/1/00-110118,4710012142136
11/1/00-110411,4710085172702
11/1/00-100208,4710144201404
11/1/00-130106,4710583350718
11/1/00-110502,4710626111450
11/1/00-110407,4710734000318
11/1/00-110507,4710172030106
11/1/00-110411,4710085120628
11/1/00-530404,4710303340234
11/1/00-120101,4711684600559
11/1/00-120106,4710011402033
11/1/00-110107,4710111111071
11/1/00-110411,4710199011874
11/1/00-130315,4714981010038
11/1/00-100312,37000445111
11/1/00-520328,4713537116408
11/1/00-100203,4710176033998
11/1/00-100102,40000757313
11/1/00-110401,4710199010174
11/1/00-120112,4711207003027
11/1/00-110105,4710046011101
11/1/00-110502,4710167221014
11/1/00-120104,4903035300380
11/1/00-100201,4710247006562
11/1/00-130401,4711587808946
11/1/00-100108,7610700600863
11/1/00-110410,4710088411761
11/1/00-110401,4710088410382
11/1/00-110102,4712031001098
11/1/00-100311,4710022102205
11/1/00-130204,4710088434593
11/1/00-130101,4710105001210
11/1/00-110401,4710088410382
11/1/00-110411,4710085120468
11/1/00-130315,4714981010038
11/1/00-110217,4710265847666
11/1/00-110411,4710085120697
11/1/00-712901,8999002568972
11/1/00-110407,4710734000011
11/1/00-110102,4710311107102
11/1/00-110401,4710088410382
11/1/00-130401,4711587809011
11/1/00-110504,4710323168054
11/1/00-500201,4710291138134
11/1/00-110401,4710088410610
11/1/00-530105,4901616005822
11/1/00-110411,4710085172696
11/1/00-100505,4710154012144
11/1/00-110506,4710320224265
11/1/00-110411,4710085172702
11/1/00-120103,4710011409056
11/1/00-130315,4714981010038
11/1/00-130206,4710339012013
11/1/00-100306,4710022445708
11/1/00-120103,4710011401128
11/1/00-130315,4714981010038
11/1/00-110603,9556001589101
11/1/00-120105,4710321791698
11/1/00-110506,4710167116020
11/1/00-120103,4710011401135
11/1/00-110411,4710199011775
11/1/00-110504,4710334040615
11/1/00-100213,4710304111147
11/1/00-110401,4710008290056
11/1/00-110411,4710085120093
11/1/00-120103,4710011406123
11/1/00-100511,4710632001660
11/1/00-110404,4712789000022
11/1/00-130111,4710160003013
11/1/00-100212,4710736570031
11/1/00-712901,8888021100624
11/1/00-110411,4710085120628
11/1/00-120108,4710088443250
11/1/00-110411,4710085120093
11/1/00-100205,4710247006937
11/1/00-320402,20564100
11/1/00-120101,4719090302012
11/1/00-130315,4714981010038
11/1/00-120103,4711524000396
11/1/00-120103,4711524000433
11/1/00-100207,4710047502011
11/1/00-120103,4710011409056
11/1/00-130305,4710719001354
11/1/00-100102,40000757320
11/1/00-100504,4710085104130
11/1/00-110507,4710010020054
11/1/00-520472,4716349007162
11/1/00-530202,4710312020066
11/1/00-110208,4711408000191
11/1/00-320501,20564131
11/1/00-500303,4710364144307
11/1/00-130308,4710670200407
11/1/00-520433,2230106000347
11/1/00-130204,4710063312175
11/1/00-100207,4710047502066
11/1/00-110117,4710012111019
11/1/00-100205,4710096000322
11/1/00-110508,4711258004110
11/1/00-120103,4711524000891
11/1/00-130315,4713985863169
11/1/00-130308,4710290003044
11/1/00-110411,4710085172900
11/1/00-110401,4710088410139
11/1/00-110507,4710570000220
11/1/00-110109,8007150900015
11/1/00-300808,4719859182107
11/1/00-100205,4710283170135
11/1/00-100211,4710126011557
11/1/00-130108,4711686002023
11/1/00-110507,4710010020061
11/1/00-520433,2230106000330
11/1/00-100303,4711856000651
11/1/00-110133,4710868506175
11/1/00-110138,4710992231189
11/1/00-120104,4710321791797
11/1/00-130204,4710121023302
11/1/00-110504,4710626111610
11/1/00-130313,4711437000018
11/1/00-110217,4710265847666
11/1/00-110405,4713390600205
11/1/00-110119,4711258001256
11/1/00-110507,4710172020015
11/1/00-500203,4710908131824
11/1/00-120103,4711524000907
11/1/00-130206,20415723
11/1/00-100210,4710247001321
11/1/00-120104,4710857472689
11/1/00-130306,4714567001641
11/1/00-530105,4710363724005
11/1/00-100216,4710098166811
11/1/00-120103,4719862260427
11/1/00-100440,4710160001071
11/1/00-110507,4711220111167
11/1/00-110506,4710010010017
11/1/00-130106,4711022100031
11/1/00-530406,4710094020179
11/1/00-130208,4710105051628
11/1/00-100203,4710861100011
11/1/00-100515,4710632002988
11/1/00-100101,22000119964
11/1/00-130106,4710583350718
11/1/00-500210,4712425010255
11/1/00-130305,614632010285
11/1/00-110118,4710012142136
11/1/00-130315,4714981010038
11/1/00-110401,4710199010174
11/1/00-110517,4710063131370
11/1/00-120103,4710857000059
11/1/00-110507,4710172030021
11/1/00-110411,4710085172696
11/1/00-110411,4710088412225
11/1/00-110108,4710200000019
11/1/00-120103,4710011401128
11/1/00-100515,4710171052222
11/1/00-110507,4710626622857
11/1/00-110411,4710088412201
11/1/00-712901,4902704881052
11/1/00-120103,4710321790509
11/1/00-120103,4711524001041
11/1/00-110117,4710063031144
11/1/00-130201,4710105045450
11/1/00-110411,4710085172702
11/1/00-110136,4710254041037
11/1/00-120103,4711524000396
11/1/00-500301,4714390001016
11/1/00-500307,4901422038939
11/1/00-120103,4710011409056
11/1/00-100203,4710176033998
11/1/00-100218,4710543282318
11/1/00-120103,4711524000495
11/1/00-100212,8934614019061
11/1/00-130308,4710290007011
11/1/00-120103,4710011406123
11/1/00-110518,4710626844259
11/1/00-500903,4712076005013
11/1/00-730103,4712297010742
11/1/00-110401,4710088410795
11/1/00-120103,4710011406123
11/1/00-120103,4710857000011
11/1/00-130308,4710290004218
11/1/00-100312,37000445111
11/1/00-120103,4711524000471
11/1/00-110411,4710088412973
11/1/00-100515,4710171052222
11/1/00-500301,4714390001023
11/1/00-110112,4718426020026
11/1/00-520144,4712825123029
11/1/00-110411,4710088412218
11/1/00-130106,4710583110015
11/1/00-110407,4710734000011
11/1/00-100516,4719433000476
11/1/00-120107,4716759020133
11/1/00-110402,4902105004128
11/1/00-731201,4714072300383
11/1/00-130106,4710583110015
11/1/00-100205,4710247005671
11/1/00-110401,4710088410139
11/1/00-100307,4901988666638
11/1/00-100210,4710247001321
11/1/00-110410,4710085171491
11/1/00-520102,4710017089085
11/1/00-120105,4719090106016
11/1/00-130204,4710043004434
11/1/00-120105,4719090105019
11/1/00-100217,28400017305
11/1/00-110401,4710199010174
11/1/00-100112,4711372660421
11/1/00-110411,4710085172696
11/1/00-130206,20415723
11/1/00-120103,4710011405133
11/1/00-100205,4710247005831
11/1/00-110411,4710085172702
11/1/00-130315,4714981010038
11/1/00-100211,4710126011557
11/1/00-120103,4710011401128
11/1/00-120103,4710011409056
11/1/00-110518,4710626210955
11/1/00-130315,4714981010038
11/1/00-590515,4710086120207
11/1/00-500111,4718433614799
11/1/00-110411,4710085120093
11/1/00-100311,4710140200500
11/1/00-100307,4711300986982
11/1/00-100515,4710105026411
11/1/00-100514,4710626521716
11/1/00-110411,4710085120093
11/1/00-712901,4902704244567
11/1/00-110411,4710088414243
11/1/00-320201,4710431126687
11/1/00-100208,4710144101452
11/1/00-130108,4711686002504
11/1/00-110411,4710085172702
11/1/00-110110,4710095331700
11/1/00-100511,4710085150311
11/1/00-120104,4903035300380
11/1/00-130106,4710583110015
11/1/00-130204,4710105010182
11/1/00-110136,4710008241218
11/1/00-110411,4710085120628
11/1/00-130106,4710583300089
11/1/00-120112,4711207003027
11/1/00-130204,4710063312120
11/1/00-130206,4711080010112
11/1/00-110603,9556001589101
11/1/00-110411,4710085120093
11/1/00-100517,4710171083226
11/1/00-731304,4714692001264
11/1/00-130201,4710105031286
11/1/00-110411,4710085172696
11/1/00-120112,4711207003027
11/1/00-120103,4710011406123
11/1/00-120104,4710088491176
11/2/00-100312,4710543310066
11/2/00-110322,4711573333834
11/2/00-110401,4710199010174
11/2/00-130308,4710670200407
11/2/00-130208,4710105031682
11/2/00-100201,84501238520
11/2/00-760132,4714082210252
11/2/00-100205,4713608110779
11/2/00-712901,8999002568972
11/2/00-110115,4710868501590
11/2/00-120112,4711207002310
11/2/00-780510,4712814168888
11/2/00-110508,9300644131711
11/2/00-100511,4710110222228
11/2/00-110204,4710943120036
11/2/00-100511,4710294110212
11/2/00-560201,4710036110050
11/2/00-530110,4710205000434
11/2/00-530104,4903301563495
11/2/00-100205,4710015102571
11/2/00-100503,8635012177
11/2/00-500305,4710038850565
11/2/00-130207,4710088434258
11/2/00-100218,4710022209591
11/2/00-100507,4710105020341
11/2/00-120105,4719090105019
11/2/00-110136,4710008241119
11/2/00-100515,4710171120228
11/2/00-110217,4719090900058
11/2/00-530105,4710308000294
11/2/00-110510,76277109364
11/2/00-510539,729042063148
11/2/00-110401,4710088410139
11/2/00-760583,4712552008606
11/2/00-100511,4710294110212
11/2/00-731201,4714692000762
11/2/00-100511,4710128086027
11/2/00-110332,4711461660011
11/2/00-500804,9310022781803
11/2/00-100207,4710047502011
11/2/00-100203,4710861100011
11/2/00-110401,4710088410382
11/2/00-100205,4710247005978
11/2/00-110405,4713390600205
11/2/00-110504,4710063121036
11/2/00-110106,4711271000014
11/2/00-130308,4710670200506
11/2/00-720301,4710314900083
11/2/00-110117,4710063031144
11/2/00-100314,4710467551224
11/2/00-110410,4710088411440
11/2/00-110106,4710559123704
11/2/00-100505,4710128030020
11/2/00-110401,4710088410139
11/2/00-110515,4710626111252
11/2/00-110401,4710088410610
11/2/00-110411,4710085172702
11/2/00-501002,20556372
11/2/00-731201,4714072300390
11/2/00-530405,4710530013024
11/2/00-110205,4710943101134
11/2/00-520102,4710017089016
11/2/00-130204,4710105015125
11/2/00-120101,4719090301015
11/2/00-110515,4710626111252
11/2/00-100510,4710088424655
11/2/00-100406,34000255092
11/2/00-110403,4710175565209
11/2/00-560336,4710091111719
11/2/00-530404,4713089003003
11/2/00-110411,4710085172696
11/2/00-110410,4710088411785
11/2/00-110201,4712500125027
11/2/00-130204,4710105045313
11/2/00-100436,9415007007173
11/2/00-130315,4714981010038
11/2/00-100314,4710467221516
11/2/00-100515,4710171120228
11/2/00-110131,4902402376614
11/2/00-530405,4710530032063
11/2/00-100431,4711186400114
11/2/00-110411,4710085172696
11/2/00-120103,4710857000059
11/2/00-130302,4711634002570
11/1/00-130308,4710191030002
11/1/00-110411,4710088412966
11/1/00-100403,9555037202039
11/1/00-110136,4710008251125
11/1/00-520102,4710017089023
11/1/00-520102,4710017089054
11/1/00-130315,4714981010038
11/1/00-100201,4710126020283
11/1/00-100510,4710105020327
11/1/00-130315,4714981010038
11/1/00-110411,4710085120628
11/1/00-110407,4710943101318
11/1/00-100507,4710094097768
11/1/00-100515,4710946718445
11/1/00-100601,4710777110661
11/1/00-100443,4710043100013
11/1/00-110411,4710085120093
11/1/00-110511,4710254031342
11/1/00-110504,4710323168054
11/1/00-100102,4902757160906
11/1/00-110410,4710088411440
11/1/00-130308,4710670200100
11/1/00-110217,4710265849066
11/1/00-110411,4710085172696
11/1/00-110411,4710085172696
11/1/00-110402,4710088414052
11/1/00-100505,4710018031632
11/1/00-100312,723125481409
11/1/00-120112,4710885674802
11/1/00-130204,4710063312106
11/1/00-110404,4713390600021
11/1/00-100210,41419761748
11/1/00-110507,4710063131493
11/1/00-100205,4901360224081
11/1/00-130306,4714567001641
11/1/00-130310,4902556125205
11/1/00-110411,4710085120628
11/1/00-130204,4710063312168
11/1/00-100203,4710861100011
11/1/00-130308,4710670200407
11/1/00-100311,4710022102892
11/1/00-500206,4710114322115
11/1/00-100514,4710626521716
11/1/00-110401,4710088410382
11/1/00-120105,4719090106009
11/1/00-120103,4710011401135
11/1/00-130313,4711437000131
11/1/00-130206,4711080010112
11/1/00-110217,4719090900058
11/1/00-110504,4710323168238
11/1/00-110404,4710175567111
11/1/00-110507,723125488095
11/1/00-100312,37000440147
11/1/00-530404,4710186184055
11/1/00-100443,4710043105124
11/1/00-100510,4710088424655
11/1/00-712901,4902704244598
11/1/00-120105,4719090105019
11/1/00-130201,4710105045450
11/1/00-110410,4710088411792
11/1/00-110517,4710109770532
11/1/00-130315,4713985863176
11/1/00-120105,4719090106009
11/1/00-110411,4710085172696
11/1/00-110507,4710570000336
11/1/00-712902,4984824089341
11/1/00-110517,4710109770532
11/1/00-501002,20556372
11/1/00-110402,4710088414311
11/1/00-110401,4710088410139
11/1/00-130316,4714061135910
11/1/00-130315,4714981010038
11/1/00-500210,4712425010255
11/1/00-110404,4712789000039
11/1/00-110405,4713390600205
11/1/00-130205,4710105045719
11/1/00-110401,4710088410139
11/1/00-110506,4710109770327
11/1/00-110401,4710088410139
11/1/00-120105,4710857000073
11/1/00-120108,4710088443328
11/1/00-130204,4710105010182
11/1/00-130315,4714981010038
11/1/00-130106,4710583300089
11/1/00-100312,4710543511036
11/1/00-100201,4710247005299
11/1/00-120103,4711524000495
11/1/00-712001,74100241762
11/1/00-120105,4719090105002
11/1/00-110411,4710085120093
11/1/00-100209,9556023331153
11/1/00-110403,4710175565162
11/1/00-560402,8712045004784
11/1/00-120103,4710011406123
11/1/00-120208,4710706932005
11/1/00-130208,4710088434197
11/1/00-100303,4712494211416
11/1/00-100207,4710047502011
11/1/00-712902,8888021200133
11/1/00-130204,4710088432346
11/1/00-130201,4710105010137
11/1/00-120104,4710088491176
11/1/00-100102,40000015321
11/1/00-120103,4711524000471
11/1/00-110401,4710579101003
11/1/00-501001,4718176139306
11/1/00-120103,4710011409056
11/1/00-100303,4712494211201
11/1/00-100304,4710362010116
11/1/00-100218,723125910107
11/1/00-120103,4710011401135
11/1/00-110516,4710063121173
11/1/00-110217,4710265847666
11/1/00-110107,4710063021053
11/1/00-100511,4710294110809
11/1/00-120103,4710011405133
11/1/00-100312,37000442127
11/1/00-110410,4710088411761
11/1/00-100303,4712172010010
11/1/00-120105,4719090105002
11/1/00-120103,4710857000028
11/1/00-130106,4710583300089
11/1/00-110502,4710167111018
11/1/00-100108,47108608
11/1/00-100208,4710218600324
11/1/00-130204,4710105024110
11/1/00-110401,4710088410139
11/1/00-100101,22000121509
11/1/00-110401,4710199010174
11/1/00-110217,4710265849066
11/1/00-120103,4710857000059
11/1/00-100102,80050278
11/1/00-500206,4006670360150
11/1/00-501002,20401351
11/1/00-130309,4717684970012
11/1/00-130106,4711022100031
11/1/00-100323,4711209070072
11/1/00-130106,4710583300089
11/1/00-130208,4710105051642
11/1/00-530105,4710363724005
11/1/00-712901,4902704881052
11/1/00-110411,4710085120628
11/1/00-110404,4710175565551
11/1/00-130204,4710105045313
11/1/00-130315,4714981010038
11/1/00-120103,4710011401128
11/1/00-110506,4710320224500
11/1/00-110515,4710626844013
11/1/00-110217,4710265849066
11/1/00-120103,4710857000011
11/1/00-120115,4711369000018
11/1/00-712901,4902704244567
11/1/00-120103,4710011432856
11/1/00-110401,4710249002012
11/1/00-100505,4710594412009
11/1/00-100414,4710375112210
11/1/00-100304,4710147100018
11/1/00-110403,4710199031582
11/1/00-110112,4712494216329
11/1/00-100201,4712494220791
11/1/00-130203,4710105051048
11/1/00-130204,4710088434692
11/1/00-130203,4710105051062
11/1/00-100511,4710085150311
11/1/00-100511,4710594912028
11/1/00-110401,4710088410610
11/1/00-100201,4710247006043
11/1/00-712901,4902704244567
11/1/00-120105,4719090105019
11/1/00-110411,4710088412201
11/1/00-100407,8888240006028
11/1/00-100514,4710626521716
11/1/00-712901,8999002568972
11/1/00-110411,4710199030677
11/1/00-120103,4710011401128
11/1/00-501002,4718176138200
11/1/00-110217,4719090900058
11/1/00-120112,4710357201635
11/1/00-120105,4719090105002
11/1/00-130206,4711080010112
11/1/00-110411,4710515535107
11/1/00-712902,8888021200256
11/1/00-130106,4711022100031
11/1/00-100205,4710162000072
11/1/00-130315,4714981010038
11/1/00-530120,4710303301228
11/1/00-100301,4711128778875
11/1/00-110411,4710085120628
11/1/00-130315,4714981010038
11/1/00-100516,4711588251116
11/1/00-100505,4710154015138
11/1/00-110411,4710199030578
11/1/00-110401,4710088410139
11/1/00-110507,4710172030083
11/1/00-100205,4710015103455
11/1/00-110106,4711271000014
11/1/00-120103,4710857000028
11/1/00-110404,4710175566374
11/1/00-100505,4710154015206
11/1/00-110411,4710110241014
11/1/00-500509,20515461
11/1/00-100203,4710861100011
11/1/00-100113,4710285000126
11/1/00-130315,4714981010038
11/1/00-110411,4710110221375
11/1/00-110411,4710085172702
11/1/00-130206,4710339030017
11/1/00-110401,4710088410139
11/1/00-110502,4710008490111
11/1/00-120103,4710011432825
11/1/00-110506,4710010010017
11/1/00-110516,4710063121173
11/1/00-110506,4710320224265
11/1/00-110517,4710057510112
11/1/00-110404,4710175566114
11/1/00-100505,4710594124001
11/1/00-110405,4710504960019
11/1/00-100323,4710298990742
11/1/00-100201,4710047501038
11/1/00-110411,4710110241076
11/1/00-100201,4710247007422
11/1/00-110411,4710085172696
11/1/00-100207,4710047502011
11/1/00-110507,4710626622857
11/1/00-110401,4710088410382
11/1/00-100312,723125481409
11/1/00-120103,4710011409056
11/1/00-110136,4710008242147
