user_id, business_id, stars
NZPoW7bv_62nAJ-yXpVl1g,L3R7y3_tUKQlM9kor4-Ccw,2
VSRtEK_c84oJygZ0OX0Oqg,f9sU31meK0bqAD7922sCog,5
RD-f1At-TwojTfXFuyN5ag,flCF_Vp9NOpTVeGv673nSg,2
b7rchNJEp6Gaw0bHR-4s4g,8eSmXnZG0N1GRsqiFeU9uA,4
11gxVnIOvxL5PI4Ur9qa2g,UMqfeCItzQ2glr4d9apGlA,2
wbvjiDpw0FoZDeqbzAIcDQ,qWSwDbtJRBvKTiMpH3rNLQ,4
XE36pmSiByd4YtSiPkn9_A,ER0rUoLqAJQ2Mlv2_GnwyQ,4
#NAME?,ii8sAGBexBOJoYRFafF9XQ,4
E5Fbnoe5f5a74A5auXjiBg,f9sU31meK0bqAD7922sCog,4
8Sx-NgLzyCBBWT-IKBt9Fw,kRhjWeAPs-U5RmakIKz0Pg,3
atXRV9crRDO2VzP6XOquJg,OK_djnmJWmK4G3NMAjGGjg,3
fLnkI1uHtXEsjtF6KoBHbQ,xoGPeHR2RPnJW470-aYBUQ,4
1dwa6Wkp0chKBcrRuO05lA,ByFMv3p5X1aNeZhU61rDcA,4
bCLqNCdhUdsmTj9Braespg,ttuEwktrkmh3TUlSFPZqAA,4
2pVj1Hid6_Iq3Th9xI0aOQ,wT1mRdUeZRNgMB81s3dJDw,4
DIdq2t1_ra6g5JcexYHuOQ,YavRvjbLsvh4DYDJPAfJIA,1
XdLQep9R3V7EHwW2fjgK-g,CZhc8YXdFLhAI4ViC2ERTg,4
aUlnMALjy4sXJP1KxjuX1g,4XH5nRjUVKyRNituBAwW6A,3
4V6vZgVCfEfYwXFK3tnTQQ,RrCgc8eAKbHu-2IpQXg6Rw,5
CwzhFRwIkYFGkaggG0sTlA,xaJS4YP0lISl2V5z2qA3GQ,4
reN-Y7lIjv3VW21I4Z8WHQ,XaVHqVByyKswE0wV-B0HRg,4
jI43jHCXx1R-gg_vYcQWww,P7CQtFeORdYNO2_305rEbw,3
#NAME?,me17NOULVwu40AdKGYHIaQ,3
i6V3NyTdkBVwPpH7r2BINA,9XLH_grfIYKR7d5ZT9ZX_A,2
U2OB6OngndDXcYML0dlq-Q,d_L-rfS1vT3JMzgCUGtiow,5
bEVFXdlFYzZzXsYY1DmXQg,HaPwC4nxs6RPfe1pAQkQ4A,3
7weuSPSSqYLUFga6IYP4pg,KhvuMJpYNNySVxsu2o1eqg,3
uNxXIIFzjHm5r62UTyVjrQ,8J4oT58-Nc-q1bpF9CRTpw,5
mC-Nq-FfHJb-8OTWOh0pxw,RwMLuOkImBIqqYj4SSKSPg,3
7Oe6ikklTjVBbEFw9emLcA,hF1lFkVkhX55fZsy0Zj7Xg,2
1kNsEAhGU8d8xugMuXJGFA,s-S2xzhmyWw7TUDet7WBnQ,4
SlgpAnj2gQd44EM_Uq6DkQ,rNoMSO6AsegKb9-p6Ir7SQ,4
UrfsVABrFs_Vu1HGrm37QA,El4FC8jcawUVgw_0EIcbaQ,1
Y3PQ5P_R7jcgiIS_1dIv-w,UYh1N1xQhOh-a7nX92xPzQ,3
sbb2XUj9aYh5zP6gTJ14lw,S1t1kRnoiB1j3u7bRkjlvA,3
FRvKvr1-AsUaCBuxaoxnCg,dztcNrIVDg6D-6sFOOofDA,5
wLc6l8v7O9hXjrDi3Q7tyw,OzcvQqt_copeLRCT2OHrfA,5
hFCUoOVs1rA4FX9Vps9fsg,NvKNe9DnQavC9GstglcBJQ,4
o5hk57cqhWnV1sULPvq1jw,TLMysu1mWiLEslCBon5W1g,4
wd3xoNaDLib8dhQ7BxUl6g,g-kRq6VKB5ld00OOpJvaTg,5
Ytjon2aVUm09CMdfGJxZYg,993MaVXjU2qhmQQYR_mdVg,5
aBNY0ESv9NqIHNW2h24HYg,rbcfYmJtqwIkk17IeOI5Kw,4
rNjgVKaBh1PlUA6dYB6EUw,M51gw2cz_vXarNBLbKkOxQ,5
aIg29snwGTFBzkV7HtDHfg,7Cm5SCTu7LePBCXTUaEiwQ,1
tLl6nrX280K-7crTpeTwTw,#NAME?,1
cv2350a9GpY9u4j3JjNt9w,fy6srT4KpbE7ICBLdypEuQ,4
k6AIp3UhjeTErmR2NZUFYQ,v0a2G9zBDM3hVprzSy39Kw,4
WL_U3MBUfTkeHL9lYxoleg,F2pfjAZ_3dMTGCKv6c5wOw,5
fRVNHAl2RjosC67Y67G3cA,IOh3JJfKeauQ7SudTrc8mQ,1
0J9mtVJ4_QGsXYVK8qJzOQ,QePLHlU8MFaU2Sf9dzoLTg,3
4oSao9GTLxFTurp9NFpE4Q,jXHmmircEbhQmZjWDR1xIA,5
aD263WOD4RShoqgvVhcKqQ,vjSlRnCoLKa9p1bVXZtXtg,4
Uit6vvFxthHbwOHIYI0sfQ,f_eiOrEcMnkHB7GvQVOHkQ,2
Sd357RRT7uLQ3v52aQaLqw,Az_60nNuh1FH8Ds8oasZjw,5
-5e4VTnu_pR4Gpv3VSncaw,ZBfp0AT1NOE0ULg3EIYTSA,2
#NAME?,8xPmlVJy2o6x0J04CBpEMQ,4
me7RdUuFmpOqrTIlFlmXtg,vktRU6PlvaCLoJEc_IADlg,4
Wx7cbLDqYEL3_aVZwh82Ww,0Xr0kte9ADAfZ-GBO-wimg,1
9efCzgW1smpgjdjzCxG-Ig,upB0RQl-l529IVwgOpwOQQ,3
ZjGCExG23UcQdQyLPYZX4A,jCNBZnkIFv_0omLVTgNR6Q,5
CkIAxw9kyWhEdPv9dy2VBA,5YKsKS3nzdkwu37ORT9oiQ,5
29DWe8SD_RCeZ_A6ihxnhQ,ugLqbAvBdRDc-gS4hpslXw,5
kzRq4H_nSf4b3F_sdymWSw,k25EFzUUx0Gq9MF7O0dZkw,2
drTMOo4p8nL0pnMNEyat2A,Z4PkpJDhnfcUO0bje-w4kw,3
dLoUSe9E25agXphQjx8Svg,QOE93SXgKd8EsaUT-DaXhA,5
ysCBsXWPB-LAiewVS3jZfQ,6kkxRV8H9SQLybj0xnEbMw,5
bdRS6ZRxf6CNrnULnMI1cg,G-5kEa6E6PD5fkBRuA7k9Q,4
Kt-dsblXQnsUv3GjA_DFvg,aY0Y058p2_iWxMAZron2mg,5
-267Yx8RmdP6io2-qI4UcQ,IZrGUQHkxOxyDmifE6p7bw,4
XxyyTYuL7KrrBFg8a14bEA,A8ZXAfU9AM_s3ZWHu_HVFQ,3
Kf10dTiGlcnyhj8DBoZn1A,nBl_4gw5ecGzNkHyzfii8g,4
zdpn-MrLT_QPhwJ5-KHKCA,ttgfifuRK6svfWcXoGG-mQ,3
_lqJfN8BVwl6wxfpzkaggg,pRmb8_tAP5y4YPt_viL07g,3
_7FSSFpQgpjmRIG-6lL6_w,ZRLmQ3oAuspAkk5R6BOfyg,5
Hb2RzG3b9YEBlrwBWzGtCA,rhG-H3PNvMtuNdaKFcRwjg,4
JbNE1B8ZYo5mVXTxsTUsag,mnqJVQhLcPHtpVx_6kbJuw,5
2EuPAGalYnP7eSxPgFCNDg,xdL_wqvpmpNze3EUoDX9Pw,3
NnNdqH3DaleFtQk60UT-og,jG0m1-899xwYY3IXpTRRCQ,5
NhgU7RhuYYFmpkb1jlYJ6Q,ANKg6kIfJn5kRsc1HrBdDQ,4
BI4jBJVto2tEQ0NiaR0rNQ,odyYR1Bg2bqmp1kVlm8OYw,5
bLbSNkLggFnqwNNzzq-Ijw,jGqGbOt_h7NLPmEtbJDXTw,4
BTKtAXjPHjH5B3xuT4uiIw,QeShrs6cUNBjJoTCkJiB0g,4
cImvLb3Wvd5EZ8SRjKAPsw,#NAME?,3
0BaJ43WuBnP-G6fmstEmNQ,RqOgBMpKYdsEOmBVmFXe3g,4
7SUXr3dr1hnclTNoph-QjA,FaHADZARwnY4yvlvpnsfGA,3
Oxe8DXjBOi6C-cR2w64zOg,jUMljOsniegdenxF8SXtHQ,4
HuWEj615KvxRmjJq8JY7Ng,Wxxvi3LZbHNIDwJ-ZimtnA,5
U4ERp63gvcIeOis8UdtxvA,3b94MZ9agaZL8SMBagTwpA,5
TdbTpjfhOUeTCVBX9evLkw,EOzsAFr7eF8D4C3a4ZQicw,3
UYp9lazOwsIIaLwVrDrAQw,LIvXzdMJrIb6IY5Y3tqicA,4
Jon2aajFsTLdHUzVlsDFhQ,Nm6j_BNOFLiO_wRjPF9GBg,3
jHX2qMpRIg-W32vJgi50lw,BgGzWcWPwJ7pN5Bm78BuuA,4
LB5ViGU59ww2XRCx803t0w,pTbkdBDDKxNVjKUZ_6RAug,3
5Wg5OanfZ4-2dCxEo-qjsw,jobP3ywRd3QNZ_GCoPG2DQ,3
aJ-eXDPePJ6ZsY-7kMBfVQ,dm6sO_Y8JdKTE1ZM955yug,4
A-5DQIIb1YfQEBmabv-6Fw,n3a06UfiqY7HX3XD4bfVwg,5
ouS-Douov6w19Xly4aKLHQ,wpQsmMvdhefqIlxvRt_Jbg,4
GmXOSEbXy8JXmvo9hM5WWQ,hHe1mFDxxrtejXHfiysJJg,5
FTsRfaVbDUB6Sc6pL-J80w,RyaCGkXRXxXNeJhbnioz1Q,5
l6nCrx7263tb9Mvmc3yaFQ,axnI-1l2a_kydvL12-toIQ,4
vKbRbgAEYDCdl-xjPIWLfQ,gO_z_5FQVHLCiJjOsfE1fg,5
MP9-7BEDPWMkQGkTK097zg,qqs7LP4TXAoOrSlaKRfz3A,2
Q7IoE5m2heQKThuVq3SYFA,HaPwC4nxs6RPfe1pAQkQ4A,1
tNT5I9-QcljS-7w_doXCXQ,TyCoINxmCnaWVHzWUT3xKQ,4
ALw8EN21lby0vWtfD6JfIw,tXq5OcDNUT9boWJtaxtOlA,4
97j2wkFU46OOgm6ErRAb7w,w1clLiXOo-yLhNjt5jDBCA,3
wM7HTh-ixzNpZfTvFZmbuw,EP1do6l8hLyIGEru0gN3EQ,2
IKSmm5MzHF8cMhMolKaIOw,2QXVC1tsOeXyd16Qp86TWw,4
KG0xHGP6ozKJg254UYgPDg,Fn20yKQ2Flzt0vuM5xPYvA,2
xgo5LaVvc6Ci1uMkYlcCvw,04kZ5CSh6oKhI5huU5bLdg,3
njUgJcn8ZN0BdZdNEswRwA,xkVMIk_Vqh17f48ZQ_6b0w,5
jOU73K85NeMzBsqwJtfu0A,pH0BLkL4cbxKzu471VZnuA,4
ClcQNdR3jp91WzlEv5x_UA,v_yCY6NCwxCPIsNZR80UfQ,5
zuJwiAXFGQ4_Dfozybx5kg,po0p6NIro0cDrmKkcyPy0w,5
iQ0TzrwN4BgflE8Aozv_IA,uEfwT9nfqulvWnfJoWEG8Q,5
i9JyPv8YyngL1Rzl_Cmc8w,68vGFIH94olrtPi1kAEYVw,2
9e-zfLz93Liz1qEiRr8X1g,cPmThZ7Ugpd8eJnIObOy0Q,2
cO-pVqt2ZKLItpeQZi5gjg,kOZohaAywZ8GFF6YjOyBVQ,2
vy-hvYeOHFYxt0G7U62_gA,pSMK_FtULKiU-iuh7SMKwg,4
xDl9ZF3SckkZde_48W6WeA,pWLt6ID1HiMOp9QLNeuvIQ,3
7knsmhYRNtVunh6sNvrrtg,a0v7Si0DK4cIko7AQY4YXg,1
bLbSNkLggFnqwNNzzq-Ijw,sqRX-XLlhx4rs2c1TpBf8A,4
7qO5K6xaAalfEKCtmcQX7A,jb_QTeYTSS642UafKRFs2Q,5
xVfK4hxPqr57SRleHT1U5w,EyhI_N2JvQQgBypBJAT3tw,4
7Oe6ikklTjVBbEFw9emLcA,56_j_lcGj5X9SpM2KzLm4A,5
k3_0DsoOO7q79wt10t6L_A,-0NrB58jqKqJfuUCDupcsw,3
31GGdW0v1NsQoD5xkHlsxQ,ufmokEGxGqEWIdvIVsNg_Q,5
tjvcQKZPAbGp60Fl94QxdQ,NoA6bD6W7z_Aztk_cOU5cg,2
4wp4XI9AxKNqJima-xahlg,qQvHYQ1uocuEnFcUdhxV_g,5
_Y1CZq2b8T9T3d2N3PNfkA,#NAME?,5
VQHGS5qNZvuN2Y78zDA2KQ,v-mf4zyMNN5oufm6rFxGBg,4
QdUmY-2grRyOL6u_FphKwQ,cisqOxAgQPjVVr9Yzk8_dw,3
k-E4s7OlRJAxiJJdaTBgmQ,IuSx68tb7iZa-aAeknXp8A,4
0f_0XfO2qcgNwSJAHwfR9g,yfxDa8RFOvJPQh0rNtakHA,4
64WaWNeYSmN45a1MdiFv5w,aNickGLG7x7AR8EwiUXVtw,5
JumU1enAh-hYo0dYW43gUg,anQSLdujUOp0sTCmIBi2Tg,5
S-oatbN-h7SKiWwkTWw5QA,U9aA5H13y7t9xWnoQslV0Q,1
odWhNodAZpJLzPdqCXdgdg,cT1eYUOjz5CgvZJuxu87sg,2
Xsuv6bKcPUVDWih0DtEBbA,yQab5dxZzgBLTEHCw9V7_w,4
oMRDMqk0wIni7bttUFBXuw,kfP2LXyH1misyw3wHEOneA,5
w5xsTd0rUnTp9wd0w1qTpg,6nMYROXu0VX4Ytpdsfi3XA,5
0gtEsazPeHr5rj2IAsZePg,APLfzC4bgq7wVwq3aoDE9Q,3
UgolKvzsn6I6SXhSiqm8dA,w2xwgqHM7dJlHfyu4ouhBg,1
FKclATu5-fmK6lsAUuHp7w,xtDZdPaHwhAwoo77QV9Oeg,3
8Ni1MmORWyvW0lJHJiqiQg,NtIUfE8Yj119F3DSPXYs5A,2
Ue_7yUlkEbX4AhnYdUfL7g,hDlRzzxfVkVNjnveJ8sLmg,4
JzxY6VQfi1APVsImAUw-YQ,Qy_tDaVTWlS14fEglzo1Tg,2
yTV3KHOm4-RQpClyYKGnkw,mjhwLcuoenVW8oFhcNmlHA,3
udpfGxriuoBdWRBdplJl-w,fQt4D34vcJNtEf8Q4zte3w,5
YmAqQyaFli8H9LVGhGhR9w,MtzjOi57BkQrqF8wqNOyHg,4
74goFJSWzAwmk69XfPqEag,dy0O7DaSUd49NZWSEtvz_g,4
cJ-ujlCWP0i1UZXSH7F3gg,NyLYY8q1-H3hfsTwuwLPCg,4
x9g-i1DsB-VjSDGVOdRonA,IWKtGvVg4hqc9rWHjW8KoA,2
qb-8RrNbVj-3WkXYuxpi3w,Cy8XYYDrZ5wd3Bq-toXMsg,4
-9b4s874f_CnznTu4JorRg,#NAME?,5
8CH4lHq431mi_OEDDgQ1-A,Rl6NhS6S-Vv-HuGlQUVvRQ,5
wZPizeBxMAyOSl0M0zuCjg,N0apJkxIem2E8irTBRKnHw,2
LmWO_u9v7e1vMJlNykjUoA,GTlqxvQBw13ScKY23T3gDA,2
bf2Twxnea_9NhIs-2lvK8g,fQFfq8C3P0Gm3xhanR8K_A,1
KAIG8_R5vcBt-CGUi4bkPA,yU34swtpTS8-SMjeLIEFcQ,5
23o7tyUGlC6FCDVcyqLeFA,Qmwfg-PtYuCo5Q_IwcA_HQ,5
WLNAJUlGmHUI5OEoYdLSog,L4auvKBGFOoMVqQ7VHV-Zw,3
WM7MFrRP-7YFuGBAJ6quRQ,p45zoSxaX9FC6JBoyw6DKg,4
qQRmnbKI84Up4a2MBFfaFg,u4sTiCzVeIHZY8OlaL346Q,4
yLaZk0HDmySN49H5l4niOQ,7rf7j0WPx7kYZj5GAXKS3g,1
Wu0yySWcHQ5tZ_59HNiamg,JOoblYsQjFT-47tkt6om0A,4
NxtYkOpXHSy7LWRKJf3z0w,mIVfDS47YwXjDjXVxAoZVg,3
I-4KVZ9lqHhk8469X9FvhA,HDaUhVPFDt5928LIh2v9jg,5
BGzavA_ddMr-jGmhArv7fg,8EZ3V_eRfhTRCjpdTD2tug,3
pkyX-J7RvQVIvFTZJKtpEQ,eJNHwNoCk_hZbK8AeHDZ9g,3
vbHlFP0Orx1mM5-uBqzYFg,PGr18rKxQ41vLkqL5WT8vw,4
UEeZ-eE63citRQIeqsQq1g,BjPph9SbmEfox2vip326PQ,3
3hWJxx8-gMutgaKY2T7IKQ,Kk-e3xC8sWiAhh1N4E5myw,3
G9Vb6yQ047TC3O_-GG4WZA,pH0BLkL4cbxKzu471VZnuA,4
JcNSd3dXmIMVHP2CUpvMHA,4KmrrhtfnngTVFa2d5LAjg,3
oGkWRSFBhVJgXn37KBy1cA,f4x1YBxkLrZg652xt2KR5g,1
tpq10k8caBbqMbqNwpaE7Q,nJUsNx-LKAZ0FHGm9mnmaw,5
orh0HRUNCWuQMt9Iia_osg,NVsmDL12AWwovFsuBMD1jQ,3
231WruJwGq6km5I8qskGBQ,tyo6QzKpnUVTjXoq91FBuQ,4
gKU45Tq9JJ9Z7HiZChu3ew,sz6_gKcHjtcpWKIZLXV85w,4
nVNG_EGrrES_KaZx3USxZg,ostVuyoxxQiP3Qik_L7nPA,5
ReDypdRmVA3wc-QG8HBKkQ,xmGvhfOxjz9JG1ktVAzhMQ,4
eTa9_Q6j_F0aq4JrLp2Wuw,Y4Zc8xLs7AkHG7seLpI8wQ,2
yaBIVHDxaUBN2YHQ8-YiuQ,dCPyV8XCEyE7pyUgzOCDKA,3
3yPrXlvbECGKHSZTy9usWA,gwYt_q3Ob7aQJIefIBsZiQ,5
OZR58zI5EzOfpS_qnhniug,pdTYUCGkYz35utxPyUMoag,2
Tl38LR3s2YCCB6r5nwvkhA,9fBwxdHyJRS1nLkMJ8cavw,5
jNI9GYFHzInokLpoZ_OPBA,5YKsKS3nzdkwu37ORT9oiQ,4
2gZrgKYdAx92XvEhpHhWzg,AercPW1B2YVNK3UsiPDkTg,3
SS3sFA9ksCT9bjocM3Wbug,isw3cS3hOKdKeBgi3lF3-A,5
8P2LkzPGV4ID_fE7gJGKGg,Bo9uuPiAsq_z02eb87N41g,2
9CyNha8NE-7HEgjvUZFmnQ,WeKF3N1MK0eJQmZdxPL9pQ,2
bkZm5pMRKzo7B5IHyAVAUQ,l8tOW5Zxxv2UW3T5t-fR1Q,1
XbiKsujS_qxU3xsr0xUqmQ,4t_RBsTtU7hhVYJweh46Uw,4
M9TjYmTgHayJ22cNkyvW_g,D2nfOrnJ2OBlX_428sKyMg,4
48vRThjhuhiSQINQ2KV8Sw,ajoqEHnCZTD8-8GqGLq9-Q,5
TX5kwQLpKUDvNf4mfdaH3Q,NUHNLaMg7aMesMdAiie73w,4
JADdo9NEeO5Az9aOYbyvZA,dn_ipqbm7_jUz5X3rDez_A,4
Xnqbsqex72_KYsOk4AbqDg,ZbQC5MCxZPg2HhrQ2VV4lw,1
9pbOJFanh66_QnIb5Fjblg,ZPVhjltJcQ-YnaoV-h-FeA,3
0XUT600cCh-fFCS4SZe-tQ,kGOr_D-LNpgZ2M9N8TT4QQ,5
RS5JztShXARj8kDJoDs0-g,WxKQSp2_6lQxcng703Hv8g,4
QJTC5x9yHycwvZwmYdR4IQ,ZGgUJmpRbh2VXftRhQmUSA,5
4Urg4tXL_m6nYsOt34mAeQ,WeKF3N1MK0eJQmZdxPL9pQ,2
ObQl16Vuc4sHPGKtzSGNUw,DLJCwHGtbAV31UQ1lnIjlw,4
xrvyW1ruKS0uz9RtFewC0Q,#NAME?,4
wM7HTh-ixzNpZfTvFZmbuw,7xmuQuhpzBlkkSbWePFeVQ,5
2Z29fLaeLtGnNroTuHyJ2A,dYDuaXVyIXMXlmeMYf2ktw,4
XZGhDl475T95mxFgdWdYfA,AV6weBrZFFBfRGCbcRGO4g,4
VVimjPD7f8O5D1fhy5vSpw,lWmDrnqgU6w3gFaJyn_1Uw,4
NQBQj7tHxETHf4PDkAtKUA,Ladt7CobMcCFZ8-iC5v0cw,3
4sGwJy5Oplz8QXLgD8dr2w,r_BrIgzYcwo1NAuG9dLbpg,4
xDl9ZF3SckkZde_48W6WeA,LGOnnrjU50YtT066RP_J3g,3
QGOtNZfasBwWCuawKjypYA,jF4TNrr03o1y6PNwC-TwFg,5
F_QjqauO7SMR1zg3r-8b2A,rcaPajgKOJC2vo_l3xa42A,5
_oVFknPUotEq0LM4TJ74vw,VH3WA7a-OVzFj2K_SP4BIw,3
uQoYEWM6LOTX7huHiHgs4A,fhoFsFK6TqJOEo30LtXeDA,2
jJyCZ8VtE-BOCi7xLnPCdQ,qPeHkpE_2rx7BYhJ4XmZ8Q,1
PsF-A4zQ2n7o1SF6oUNjcw,Pob7ibbNT29--69nxXEP2g,4
fbbXmHoCfd6wXMHnkjgDTg,A5Rkh7UymKm0_Rxm9K2PJw,1
Z8kF-Ftv2O5TZ35uGD6jxQ,lNBhwf_3c0QBqBlsYRygaQ,4
zaC3L_qy28bMLIvnoMng8Q,ujHiaprwCQ5ewziu0Vi9rw,4
D4Yywoe-WrRw-evn48vWng,w4yq1IRk0DHQE995giqjGg,5
